t 1 2 3 4 jOP1 jV0200 
0.0006138 -9.98249 -5.29038 -0.299334 -0.299334 2.9893e-005 0.000469211 
0.0006144 -9.92913 -5.56215 -0.59799 -0.59799 5.97184e-005 0.000436698 
0.000615 -9.8401 -5.81394 -0.894498 -0.894498 8.93292e-005 0.000402615 
0.0006156 -9.71572 -6.04485 -1.18779 -1.18779 0.000118619 0.000367087 
0.0006162 -9.55645 -6.25405 -1.47682 -1.47682 0.000147483 0.00033024 
0.0006168 -9.36285 -6.44079 -1.76055 -1.76055 0.000175817 0.000292207 
0.0006174 -9.13562 -6.60439 -2.03795 -2.03795 0.00020352 0.000253124 
0.000618 -8.87558 -6.74426 -2.30803 -2.30803 0.000230491 0.000213132 
0.0006186 -8.58366 -6.85991 -2.56982 -2.56982 0.000256635 0.000172375 
0.0006192 -8.2609 -6.95093 -2.82238 -2.82238 0.000281857 0.000130998 
0.0006198 -7.90848 -7.01697 -3.0648 -3.0648 0.000306067 8.91507e-005 
0.0006204 -7.52764 -7.05781 -3.29621 -3.29621 0.000329177 4.69833e-005 
0.000621 -7.11977 -7.0733 -3.51578 -3.51578 0.000351104 4.64709e-006 
0.0006216 -6.68632 -7.06338 -3.72273 -3.72273 0.000371771 -3.77058e-005 
0.0006222 -6.22886 -7.02809 -3.9163 -3.9163 0.000391102 -7.99232e-005 
0.0006228 -5.74902 -6.96756 -4.09581 -4.09581 0.000409029 -0.000121854 
0.0006234 -5.24854 -6.882 -4.2606 -4.2606 0.000425486 -0.000163346 
0.000624 -4.7292 -6.77172 -4.41009 -4.41009 0.000440415 -0.000204252 
0.0006246 -4.19287 -6.63712 -4.54374 -4.54374 0.000453762 -0.000244424 
0.0006252 -3.64149 -6.47867 -4.66107 -4.66107 0.000465479 -0.000283719 
0.0006258 -3.07702 -6.29696 -4.76166 -4.76166 0.000475524 -0.000321994 
0.0006264 -2.5015 -6.09263 -4.84514 -4.84514 0.000483861 -0.000359113 
0.000627 -1.917 -5.86641 -4.91122 -4.91122 0.00049046 -0.000394941 
0.0006276 -1.32561 -5.61912 -4.95966 -4.95966 0.000495298 -0.000429352 
0.0006282 -0.729458 -5.35165 -4.99029 -4.99029 0.000498356 -0.00046222 
0.0006288 -0.130687 -5.06496 -5.00299 -5.00299 0.000499624 -0.000493427 
0.0006294 0.468554 -4.76007 -4.99772 -4.99772 0.000499098 -0.000522863 
0.00063 1.06611 -4.43809 -4.9745 -4.9745 0.000496779 -0.00055042 
0.0006306 1.65984 -4.10016 -4.93341 -4.93341 0.000492676 -0.000576 
0.0006312 2.24761 -3.74751 -4.8746 -4.8746 0.000486803 -0.000599511 
0.0006318 2.8273 -3.38139 -4.79828 -4.79828 0.000479181 -0.000620869 
0.0006324 3.39684 -3.00313 -4.70472 -4.70472 0.000469838 -0.000639997 
0.000633 3.95417 -2.61409 -4.59427 -4.59427 0.000458808 -0.000656826 
0.0006336 4.49731 -2.21565 -4.46731 -4.46731 0.000446129 -0.000671296 
0.0006342 5.02429 -1.80926 -4.32431 -4.32431 0.000431848 -0.000683354 
0.0006348 5.53322 -1.39636 -4.16578 -4.16578 0.000416016 -0.000692958 
0.0006354 6.02228 -0.978453 -3.99228 -3.99228 0.00039869 -0.000700073 
0.000636 6.4897 -0.557029 -3.80444 -3.80444 0.000379932 -0.000704673 
0.0006366 6.93382 -0.133604 -3.60294 -3.60294 0.000359808 -0.000706742 
0.0006372 7.35303 0.2903 -3.3885 -3.3885 0.000338393 -0.000706273 
0.0006378 7.74583 0.713162 -3.16188 -3.16188 0.000315762 -0.000703266 
0.0006384 8.1108 1.13346 -2.92391 -2.92391 0.000291997 -0.000697734 
0.000639 8.44664 1.54969 -2.67543 -2.67543 0.000267183 -0.000689695 
0.0006396 8.75215 1.96035 -2.41735 -2.41735 0.000241409 -0.000679179 
0.0006402 9.02621 2.36397 -2.15058 -2.15058 0.000214768 -0.000666224 
0.0006408 9.26786 2.7591 -1.87609 -1.87609 0.000187356 -0.000650875 
0.0006414 9.47621 3.14432 -1.59486 -1.59486 0.000159271 -0.000633189 
0.000642 9.65053 3.51825 -1.3079 -1.3079 0.000130614 -0.000613228 
0.0006426 9.79018 3.87954 -1.01624 -1.01624 0.000101487 -0.000591065 
0.0006432 9.89467 4.22689 -0.720933 -0.720933 7.19961e-005 -0.000566778 
0.0006438 9.96362 4.55906 -0.423035 -0.423035 4.22465e-005 -0.000540456 
0.0006444 9.99678 4.87485 -0.123618 -0.123618 1.23452e-005 -0.000512192 
0.000645 9.99403 5.17314 0.176243 0.176243 -1.76005e-005 -0.000482089 
0.0006456 9.95538 5.45284 0.475471 0.475471 -4.7483e-005 -0.000450254 
0.0006462 9.88098 5.71296 0.772991 0.772991 -7.71949e-005 -0.000416802 
0.0006468 9.77108 5.95255 1.06773 1.06773 -0.000106629 -0.000381853 
0.0006474 9.62609 6.17077 1.35864 1.35864 -0.000135681 -0.000345532 
0.000648 9.44652 6.36682 1.64467 1.64467 -0.000164245 -0.00030797 
0.0006486 9.23301 6.54 1.92479 1.92479 -0.00019222 -0.000269301 
0.0006492 8.98635 6.68969 2.198 2.198 -0.000219504 -0.000229666 
0.0006498 8.7074 6.81535 2.46331 2.46331 -0.000245999 -0.000189205 
0.0006504 8.39718 6.91653 2.71977 2.71977 -0.000271611 -0.000148065 
0.000651 8.0568 6.99287 2.96647 2.96647 -0.000296247 -0.000106393 
0.0006516 7.68748 7.04409 3.20251 3.20251 -0.000319819 -6.4339e-005 
0.0006522 7.29055 7.07001 3.42705 3.42705 -0.000342243 -2.20538e-005 
0.0006528 6.86743 7.07053 3.63927 3.63927 -0.000363437 2.03107e-005 
0.0006534 6.41964 7.04566 3.83843 3.83843 -0.000383325 6.26021e-005 
0.000654 5.94879 6.99548 4.02379 4.02379 -0.000401837 0.000104669 
0.0006546 5.45657 6.92017 4.19471 4.19471 -0.000418905 0.000146359 
0.0006552 4.94476 6.82 4.35056 4.35056 -0.000434469 0.000187524 
0.0006558 4.41518 6.69534 4.49078 4.49078 -0.000448472 0.000228016 
0.0006564 3.86975 6.54663 4.61487 4.61487 -0.000460864 0.000267688 
0.000657 3.31041 6.3744 4.72238 4.72238 -0.000471601 0.000306399 
0.0006576 2.73919 6.17928 4.81293 4.81293 -0.000480644 0.000344009 
0.0006582 2.15813 5.96196 4.88619 4.88619 -0.000487961 0.000380384 
0.0006588 1.56931 5.72323 4.94191 4.94191 -0.000493524 0.000415392 
0.0006594 0.974856 5.46394 4.97987 4.97987 -0.000497316 0.000448908 
0.00066 0.376902 5.18502 4.99994 4.99994 -0.00049932 0.000480812 
0.0006606 -0.222406 4.88748 5.00206 5.00206 -0.000499532 0.000510989 
0.0006612 -0.820916 4.57239 4.98621 4.98621 -0.000497948 0.00053933 
0.0006618 -1.41648 4.24087 4.95245 4.95245 -0.000494577 0.000565735 
0.0006624 -2.00695 3.89412 4.90089 4.90089 -0.000489429 0.000590107 
0.000663 -2.59021 3.53338 4.83174 4.83174 -0.000482523 0.000612359 
0.0006636 -3.16417 3.15995 4.74523 4.74523 -0.000473883 0.000632412 
0.0006642 -3.72677 2.77516 4.64168 4.64168 -0.000463542 0.000650193 
0.0006648 -4.27598 2.38041 4.52145 4.52145 -0.000451535 0.000665639 
0.0006654 -4.80983 1.97711 4.38498 4.38498 -0.000437907 0.000678694 
0.000666 -5.3264 1.56671 4.23277 4.23277 -0.000422706 0.000689311 
0.0006666 -5.82384 1.15068 4.06534 4.06534 -0.000405986 0.000697452 
0.0006672 -6.30036 0.730521 3.88332 3.88332 -0.000387809 0.000703088 
0.0006678 -6.75425 0.307735 3.68735 3.68735 -0.000368238 0.000706199 
0.0006684 -7.18389 -0.116157 3.47813 3.47813 -0.000347344 0.000706773 
0.000669 -7.58771 -0.539631 3.25642 3.25642 -0.000325203 0.000704808 
0.0006696 -7.96429 -0.961167 3.02301 3.02301 -0.000301894 0.000700312 
0.0006702 -8.31225 -1.37925 2.77875 2.77875 -0.0002775 0.0006933 
0.0006708 -8.63036 -1.79238 2.5245 2.5245 -0.00025211 0.000683798 
0.0006714 -8.91747 -2.19907 2.26119 2.26119 -0.000225814 0.00067184 
0.000672 -9.17255 -2.59786 1.98975 1.98975 -0.000198707 0.000657468 
0.0006726 -9.39468 -2.98733 1.71117 1.71117 -0.000170886 0.000640735 
0.0006732 -9.58307 -3.36606 1.42644 1.42644 -0.000142452 0.000621701 
0.0006738 -9.73703 -3.7327 1.13659 1.13659 -0.000113505 0.000600433 
0.0006744 -9.85602 -4.08593 0.84265 0.84265 -8.41513e-005 0.000577009 
0.000675 -9.93961 -4.42449 0.545687 0.545687 -5.44951e-005 0.000551512 
0.0006756 -9.9875 -4.74715 0.246764 0.246764 -2.46432e-005 0.000524035 
0.0006762 -9.99951 -5.05276 -0.0530446 -0.0530446 5.29731e-006 0.000494674 
0.0006768 -9.9756 -5.34023 -0.352663 -0.352663 3.52188e-005 0.000463538 
0.0006774 -9.91586 -5.60851 -0.651015 -0.651015 6.50137e-005 0.000430736 
0.000678 -9.82051 -5.85664 -0.947028 -0.947028 9.45751e-005 0.000396387 
0.0006786 -9.68988 -6.08374 -1.23964 -1.23964 0.000123797 0.000360614 
0.0006792 -9.52445 -6.28899 -1.5278 -1.5278 0.000152574 0.000323545 
0.0006798 -9.3248 -6.47165 -1.81047 -1.81047 0.000180803 0.000285315 
0.0006804 -9.09166 -6.63106 -2.08664 -2.08664 0.000208382 0.00024606 
0.000681 -8.82587 -6.76666 -2.35531 -2.35531 0.000235214 0.000205921 
0.0006816 -8.52837 -6.87795 -2.61552 -2.61552 0.0002612 0.000165042 
0.0006822 -8.20024 -6.96453 -2.86634 -2.86634 0.000286248 0.000123571 
0.0006828 -7.84266 -7.0261 -3.10687 -3.10687 0.000310268 8.16557e-005 
0.0006834 -7.4569 -7.06243 -3.33623 -3.33623 0.000333173 3.94471e-005 
0.000684 -7.04436 -7.07339 -3.55361 -3.55361 0.000354882 -2.90322e-006 
0.0006846 -6.60652 -7.05895 -3.75822 -3.75822 0.000375316 -4.52431e-005 
0.0006852 -6.14495 -7.01915 -3.94934 -3.94934 0.000394401 -8.74204e-005 
0.0006858 -5.6613 -6.95414 -4.12627 -4.12627 0.000412071 -0.000129284 
0.0006864 -5.15732 -6.86415 -4.28838 -4.28838 0.00042826 -0.000170683 
0.000687 -4.63482 -6.7495 -4.43508 -4.43508 0.000442911 -0.000211469 
0.0006876 -4.09566 -6.61061 -4.56586 -4.56586 0.00045597 -0.000251495 
0.0006882 -3.5418 -6.44798 -4.68023 -4.68023 0.000467392 -0.000290618 
0.0006888 -2.97522 -6.26219 -4.7778 -4.7778 0.000477136 -0.000328697 
0.0006894 -2.39794 -6.0539 -4.8582 -4.8582 0.000485165 -0.000365595 
0.00069 -1.81206 -5.82386 -4.92115 -4.92115 0.000491452 -0.000401181 
0.0006906 -1.21966 -5.57291 -4.96643 -4.96643 0.000495973 -0.000435325 
0.0006912 -0.622888 -5.30194 -4.99387 -4.99387 0.000498713 -0.000467906 
0.0006918 -0.0238761 -5.01193 -5.00337 -5.00337 0.000499662 -0.000498805 
0.0006924 0.575222 -4.70391 -4.99489 -4.99489 0.000498816 -0.000527914 
0.000693 1.17225 -4.379 -4.96848 -4.96848 0.000496178 -0.000555126 
0.0006936 1.76508 -4.03836 -4.92422 -4.92422 0.000491758 -0.000580344 
0.0006942 2.35156 -3.68322 -4.86227 -4.86227 0.000485572 -0.000603477 
0.0006948 2.92959 -3.31484 -4.78286 -4.78286 0.000477641 -0.000624443 
0.0006954 3.4971 -2.93456 -4.68627 -4.68627 0.000467995 -0.000643166 
0.000696 4.05205 -2.54373 -4.57284 -4.57284 0.000456668 -0.000659579 
0.0006966 4.59245 -2.14377 -4.44299 -4.44299 0.0004437 -0.000673622 
0.0006972 5.11635 -1.73611 -4.29718 -4.29718 0.000429139 -0.000685246 
0.0006978 5.62187 -1.32222 -4.13594 -4.13594 0.000413036 -0.000694409 
0.0006984 6.1072 -0.90357 -3.95984 -3.95984 0.00039545 -0.000701077 
0.000699 6.5706 -0.481679 -3.76952 -3.76952 0.000376444 -0.000705227 
0.0006996 7.01039 -0.0580573 -3.56565 -3.56565 0.000356085 -0.000706844 
0.0007002 7.425 0.365773 -3.34898 -3.34898 0.000334447 -0.000705923 
0.0007008 7.81294 0.788289 -3.12028 -3.12028 0.000311608 -0.000702465 
0.0007014 8.17282 1.20797 -2.88038 -2.88038 0.000287649 -0.000696484 
0.000702 8.50334 1.62332 -2.63012 -2.63012 0.000262658 -0.000688002 
0.0007026 8.80332 2.03283 -2.37042 -2.37042 0.000236723 -0.000677048 
0.0007032 9.07167 2.43505 -2.10221 -2.10221 0.000209937 -0.000663663 
0.0007038 9.30745 2.82851 -1.82644 -1.82644 0.000182398 -0.000647893 
0.0007044 9.50979 3.21182 -1.54411 -1.54411 0.000154203 -0.000629797 
0.000705 9.67797 3.58359 -1.25624 -1.25624 0.000125455 -0.000609438 
0.0007056 9.81139 3.94249 -0.963855 -0.963855 9.62555e-005 -0.00058689 
0.0007062 9.90957 4.28723 -0.668007 -0.668007 6.67107e-005 -0.000562234 
0.0007068 9.97215 4.61657 -0.369761 -0.369761 3.69262e-005 -0.000535559 
0.0007074 9.99892 4.92932 -0.0701856 -0.0701856 7.0091e-006 -0.00050696 
0.000708 9.98977 5.22437 0.229641 0.229641 -2.29332e-005 -0.00047654 
0.0007086 9.94474 5.50066 0.528644 0.528644 -5.27931e-005 -0.000444408 
0.0007092 9.86398 5.75718 0.825747 0.825747 -8.24634e-005 -0.00041068 
0.0007098 9.7478 5.99303 1.11988 1.11988 -0.000111837 -0.000375477 
0.0007104 9.5966 6.20735 1.41 1.41 -0.00014081 -0.000338925 
0.000711 9.41093 6.39937 1.69505 1.69505 -0.000169276 -0.000301156 
0.0007116 9.19146 6.56841 1.97401 1.97401 -0.000197135 -0.000262305 
0.0007122 8.93898 6.71386 2.24588 2.24588 -0.000224285 -0.000222512 
0.0007128 8.65438 6.83519 2.50969 2.50969 -0.00025063 -0.00018192 
0.0007134 8.3387 6.93197 2.76448 2.76448 -0.000276075 -0.000140674 
0.000714 7.99307 7.00384 3.00934 3.00934 -0.000300528 -9.89228e-005 
0.0007146 7.61873 7.05057 3.24339 3.24339 -0.000323901 -5.68164e-005 
0.0007152 7.21702 7.07196 3.46579 3.46579 -0.000346112 -1.4506e-005 
0.0007158 6.78939 7.06796 3.67574 3.67574 -0.000367078 2.78566e-005 
0.0007164 6.33737 7.03856 3.87249 3.87249 -0.000386727 7.01191e-005 
0.000717 5.86259 6.98389 4.05533 4.05533 -0.000404986 0.00011213 
0.0007176 5.36675 6.90413 4.2236 4.2236 -0.000421791 0.000153738 
0.0007182 4.85164 6.79957 4.3767 4.3767 -0.00043708 0.000194793 
0.0007188 4.31909 6.67059 4.51408 4.51408 -0.0004508 0.000235149 
0.0007194 3.77104 6.51764 4.63525 4.63525 -0.0004629 0.000274661 
0.00072 3.20944 6.34129 4.73977 4.73977 -0.000473338 0.000313185 
0.0007206 2.63631 6.14216 4.82726 4.82726 -0.000482075 0.000350585 
0.0007212 2.05371 5.92097 4.89741 4.89741 -0.000489081 0.000386726 
0.0007218 1.46373 5.67851 4.94998 4.94998 -0.00049433 0.000421477 
0.0007224 0.868497 5.41565 4.98476 4.98476 -0.000497804 0.000454715 
0.000723 0.270144 5.13334 5.00164 5.00164 -0.000499489 0.000486319 
0.0007236 -0.329179 4.83259 5.00055 5.00055 -0.000499381 0.000516177 
0.0007242 -0.927321 4.51448 4.9815 4.9815 -0.000497478 0.00054418 
0.0007248 -1.52213 4.18016 4.94456 4.94456 -0.000493789 0.000570229 
0.0007254 -2.11147 3.83082 4.88985 4.88985 -0.000488326 0.000594229 
0.000726 -2.69323 3.46772 4.81759 4.81759 -0.000481109 0.000616096 
0.0007266 -3.26532 3.09217 4.72802 4.72802 -0.000472164 0.000635749 
0.0007272 -3.82567 2.70551 4.62146 4.62146 -0.000461523 0.000653118 
0.0007278 -4.37229 2.30913 4.49831 4.49831 -0.000449224 0.000668142 
0.0007284 -4.9032 1.90446 4.359 4.359 -0.000435312 0.000680766 
0.000729 -5.4165 1.49295 4.20403 4.20403 -0.000419836 0.000690944 
0.0007296 -5.91034 1.07607 4.03396 4.03396 -0.000402852 0.000698641 
0.0007302 -6.38295 0.655331 3.8494 3.8494 -0.000384421 0.000703828 
0.0007308 -6.83264 0.232236 3.65101 3.65101 -0.000364609 0.000706487 
0.0007314 -7.25778 -0.191693 3.43952 3.43952 -0.000343488 0.000706609 
0.000732 -7.65685 -0.614933 3.21566 3.21566 -0.000321133 0.000704192 
0.0007326 -8.02842 -1.03596 2.98026 2.98026 -0.000297624 0.000699246 
0.0007332 -8.37116 -1.45327 2.73415 2.73415 -0.000273046 0.000691788 
0.0007338 -8.68382 -1.86536 2.47822 2.47822 -0.000247488 0.000681846 
0.0007344 -8.9653 -2.27076 2.21339 2.21339 -0.00022104 0.000669454 
0.000735 -9.21457 -2.66799 1.9406 1.9406 -0.000193799 0.000654658 
0.0007356 -9.43074 -3.05564 1.66085 1.66085 -0.000165861 0.00063751 
0.0007362 -9.61304 -3.43231 1.37513 1.37513 -0.000137328 0.000618073 
0.0007368 -9.76081 -3.79666 1.08448 1.08448 -0.000108301 0.000596415 
0.0007374 -9.87352 -4.14737 0.789923 0.789923 -7.88858e-005 0.000572615 
0.000738 -9.95076 -4.48318 0.492533 0.492533 -4.91869e-005 0.000546758 
0.0007386 -9.99227 -4.80289 0.193373 0.193373 -1.93113e-005 0.000518938 
0.0007392 -9.99788 -5.10535 -0.106481 -0.106481 1.06337e-005 0.000489253 
0.0007398 -9.96758 -5.38947 -0.405952 -0.405952 4.05405e-005 0.000457811 
0.0007404 -9.90147 -5.65423 -0.703965 -0.703965 7.03016e-005 0.000424725 
0.000741 -9.7998 -5.89868 -0.99945 -0.99945 9.98103e-005 0.000390113 
0.0007416 -9.66293 -6.12194 -1.29134 -1.29134 0.00012896 0.000354099 
0.0007422 -9.49136 -6.32322 -1.5786 -1.5786 0.000157647 0.000316814 
0.0007428 -9.28569 -6.50178 -1.86019 -1.86019 0.000185768 0.000278391 
0.0007434 -9.04666 -6.65698 -2.13509 -2.13509 0.000213221 0.000238968 
0.000744 -8.77515 -6.78828 -2.40233 -2.40233 0.000239909 0.000198687 
0.0007446 -8.47211 -6.89519 -2.66093 -2.66093 0.000265735 0.000157691 
0.0007452 -8.13864 -6.97734 -2.90998 -2.90998 0.000290606 0.00011613 
0.0007458 -7.77594 -7.03443 -3.14858 -3.14858 0.000314433 7.41514e-005 
0.0007464 -7.38531 -7.06624 -3.37587 -3.37587 0.000337131 3.19064e-005 
0.000747 -6.96815 -7.07268 -3.59103 -3.59103 0.000358618 -1.04532e-005 
0.0007476 -6.52596 -7.05371 -3.79329 -3.79329 0.000378817 -5.27752e-005 
0.0007482 -6.06033 -7.00941 -3.98193 -3.98193 0.000397656 -9.49077e-005 
0.0007488 -5.57293 -6.93992 -4.15626 -4.15626 0.000415066 -0.000136699 
0.0007494 -5.06552 -6.84551 -4.31567 -4.31567 0.000430985 -0.000178 
0.00075 -4.5399 -6.72652 -4.45957 -4.45957 0.000445356 -0.000218661 
0.0007506 -3.99799 -6.58336 -4.58745 -4.58745 0.000458127 -0.000258537 
0.0007512 -3.44171 -6.41655 -4.69886 -4.69886 0.000469253 -0.000297484 
0.0007518 -2.87307 -6.2267 -4.79339 -4.79339 0.000478693 -0.000335363 
0.0007524 -2.29411 -6.01448 -4.8707 -4.8707 0.000486414 -0.000372037 
0.000753 -1.70691 -5.78065 -4.93052 -4.93052 0.000492387 -0.000407374 
0.0007536 -1.11358 -5.52607 -4.97263 -4.97263 0.000496592 -0.000441249 
0.0007542 -0.516248 -5.25163 -4.99687 -4.99687 0.000499014 -0.000473538 
0.0007548 0.0829371 -4.95833 -5.00317 -5.00317 0.000499643 -0.000504127 
0.0007554 0.681825 -4.64722 -4.9915 -4.9915 0.000498477 -0.000532905 
0.000756 1.27826 -4.31942 -4.9619 -4.9619 0.000495521 -0.000559768 
0.0007566 1.87011 -3.9761 -4.91447 -4.91447 0.000490784 -0.000584621 
0.0007572 2.45524 -3.6185 -4.84939 -4.84939 0.000484285 -0.000607374 
0.0007578 3.03155 -3.24791 -4.7669 -4.7669 0.000476047 -0.000627946 
0.0007584 3.59697 -2.86565 -4.66728 -4.66728 0.000466099 -0.000646262 
0.000759 4.14947 -2.47309 -4.55089 -4.55089 0.000454476 -0.000662256 
0.0007596 4.68707 -2.07165 -4.41816 -4.41816 0.000441221 -0.000675872 
0.0007602 5.20783 -1.66277 -4.26957 -4.26957 0.000426381 -0.00068706 
0.0007608 5.70989 -1.24792 -4.10563 -4.10563 0.00041001 -0.000695781 
0.0007614 6.19143 -0.828585 -3.92695 -3.92695 0.000392165 -0.000702002 
0.000762 6.65074 -0.406274 -3.73416 -3.73416 0.000372913 -0.000705701 
0.0007626 7.08616 0.0174965 -3.52796 -3.52796 0.00035232 -0.000706866 
0.0007632 7.49612 0.441204 -3.30909 -3.30909 0.000330463 -0.000705492 
0.0007638 7.87916 0.863327 -3.07833 -3.07833 0.000307418 -0.000701584 
0.0007644 8.2339 1.28235 -2.83651 -2.83651 0.000283269 -0.000695155 
0.000765 8.55906 1.69676 -2.58451 -2.58451 0.000258103 -0.00068623 
0.0007656 8.85348 2.10508 -2.32322 -2.32322 0.000232009 -0.00067484 
0.0007662 9.1161 2.50584 -2.05359 -2.05359 0.000205082 -0.000661026 
0.0007668 9.34597 2.8976 -1.77658 -1.77658 0.000177419 -0.000644837 
0.0007674 9.54228 3.27895 -1.49319 -1.49319 0.000149118 -0.000626332 
0.000768 9.70431 3.64853 -1.20444 -1.20444 0.000120281 -0.000605578 
0.0007686 9.83148 4.00499 -0.911359 -0.911359 9.1013e-005 -0.000582648 
0.0007692 9.92334 4.34708 -0.615006 -0.615006 6.14177e-005 -0.000557626 
0.0007698 9.97955 4.67355 -0.316444 -0.316444 3.16017e-005 -0.000530601 
0.0007704 9.99992 4.98323 -0.0167448 -0.0167448 1.67222e-006 -0.000501669 
0.000771 9.98437 5.27501 0.283014 0.283014 -2.82633e-005 -0.000470936 
0.0007716 9.93296 5.54784 0.581757 0.581757 -5.80972e-005 -0.000438511 
0.0007722 9.84586 5.80075 0.878409 0.878409 -8.77225e-005 -0.000404511 
0.0007728 9.72341 6.03282 1.17191 1.17191 -0.000117033 -0.000369059 
0.0007734 9.56602 6.24322 1.4612 1.4612 -0.000145923 -0.00033228 
0.000774 9.37428 6.4312 1.74523 1.74523 -0.000174288 -0.000294308 
0.0007746 9.14886 6.59607 2.02301 2.02301 -0.000202028 -0.000255279 
0.0007752 8.89059 6.73726 2.29351 2.29351 -0.000229042 -0.000215333 
0.0007758 8.60038 6.85424 2.55578 2.55578 -0.000255233 -0.000174613 
0.0007764 8.27927 6.94661 2.80886 2.80886 -0.000280508 -0.000133267 
0.000777 7.92843 7.01402 3.05186 3.05186 -0.000304775 -9.14413e-005 
0.0007776 7.54911 7.05624 3.28389 3.28389 -0.000327947 -4.92874e-005 
0.0007782 7.14267 7.07311 3.50413 3.50413 -0.000349941 -6.95653e-006 
0.0007788 6.71058 7.06458 3.71179 3.71179 -0.000370678 3.53994e-005 
0.0007794 6.25439 7.03067 3.90611 3.90611 -0.000390084 7.76281e-005 
0.00078 5.77573 6.97151 4.0864 4.0864 -0.000408089 0.000119578 
0.0007806 5.27632 6.8873 4.25201 4.25201 -0.000424628 0.000161098 
0.0007812 4.75796 6.77836 4.40235 4.40235 -0.000439641 0.00020204 
0.0007818 4.22251 6.64507 4.53688 4.53688 -0.000453076 0.000242256 
0.0007824 3.6719 6.48792 4.65511 4.65511 -0.000464883 0.000281602 
0.000783 3.10809 6.30745 4.75662 4.75662 -0.00047502 0.000319936 
0.0007836 2.53312 6.10434 4.84104 4.84104 -0.000483451 0.000357121 
0.0007842 1.94905 5.87929 4.90807 4.90807 -0.000490146 0.000393024 
0.0007848 1.35799 5.63313 4.95748 4.95748 -0.00049508 0.000427515 
0.0007854 0.762039 5.36674 4.98908 4.98908 -0.000498235 0.00046047 
0.000786 0.163356 5.08106 5.00276 5.00276 -0.000499601 0.000491771 
0.0007866 -0.435915 4.77714 4.99847 4.99847 -0.000499173 0.000521306 
0.0007872 -1.03362 4.45606 4.97622 4.97622 -0.000496951 0.000548968 
0.0007878 -1.62761 4.11897 4.9361 4.9361 -0.000492945 0.000574658 
0.0007884 -2.21576 3.76709 4.87826 4.87826 -0.000487168 0.000598285 
0.000789 -2.79594 3.40167 4.80288 4.80288 -0.000479641 0.000619762 
0.0007896 -3.36609 3.02404 4.71026 4.71026 -0.000470391 0.000639013 
0.0007902 -3.92414 2.63555 4.60072 4.60072 -0.000459452 0.000655969 
0.0007908 -4.4681 2.23759 4.47465 4.47465 -0.000446862 0.000670569 
0.0007914 -4.99601 1.83159 4.33251 4.33251 -0.000432667 0.00068276 
0.000792 -5.50597 1.41901 4.17481 4.17481 -0.000416918 0.000692498 
0.0007926 -5.99616 1.00134 4.00211 4.00211 -0.000399672 0.00069975 
0.0007932 -6.46481 0.580065 3.81504 3.81504 -0.00038099 0.000704487 
0.0007938 -6.91024 0.15671 3.61427 3.61427 -0.000360939 0.000706695 
0.0007944 -7.33084 -0.267207 3.40051 3.40051 -0.000339592 0.000706364 
0.000795 -7.72512 -0.690165 3.17453 3.17453 -0.000317026 0.000703495 
0.0007956 -8.09165 -1.11064 2.93716 2.93716 -0.00029332 0.0006981 
0.0007962 -8.42911 -1.52713 2.68923 2.68923 -0.000268561 0.000690198 
0.0007968 -8.7363 -1.93814 2.43165 2.43165 -0.000242837 0.000679816 
0.0007974 -9.0121 -2.34218 2.16533 2.16533 -0.000216241 0.000666992 
0.000798 -9.25554 -2.73781 1.89123 1.89123 -0.000188868 0.000651773 
0.0007986 -9.46573 -3.1236 1.61034 1.61034 -0.000160817 0.000634212 
0.0007992 -9.64192 -3.49818 1.32367 1.32367 -0.000132189 0.000614374 
0.0007998 -9.78347 -3.86019 1.03224 1.03224 -0.000103085 0.000592328 
0.0008004 -9.88989 -4.20834 0.737106 0.737106 -7.36112e-005 0.000568155 
0.000801 -9.96078 -4.54137 0.439322 0.439322 -4.3873e-005 0.000541942 
0.0008016 -9.9959 -4.85808 0.13996 0.13996 -1.39771e-005 0.000513781 
0.0008022 -9.9951 -5.15735 -0.159905 -0.159905 1.59689e-005 0.000483776 
0.0008028 -9.95841 -5.43809 -0.459195 -0.459195 4.58576e-005 0.000452032 
0.0008034 -9.88595 -5.6993 -0.756836 -0.756836 7.55815e-005 0.000418665 
0.000804 -9.77798 -5.94004 -1.05176 -1.05176 0.000105034 0.000383794 
0.0008046 -9.63489 -6.15944 -1.3429 -1.3429 0.000134109 0.000347545 
0.0008052 -9.45718 -6.35672 -1.62922 -1.62922 0.000162703 0.000310047 
0.0008058 -9.24551 -6.53116 -1.90969 -1.90969 0.000190712 0.000271435 
0.0008064 -9.00063 -6.68215 -2.1833 -2.1833 0.000218036 0.000231849 
0.000807 -8.72342 -6.80913 -2.44907 -2.44907 0.000244577 0.000191429 
0.0008076 -8.41488 -6.91166 -2.70604 -2.70604 0.000270239 0.000150323 
0.0008082 -8.07611 -6.98936 -2.95329 -2.95329 0.000294931 0.000108676 
0.0008088 -7.70834 -7.04195 -3.18993 -3.18993 0.000318563 6.66386e-005 
0.0008094 -7.31287 -7.06925 -3.41512 -3.41512 0.000341051 2.4362e-005 
0.00081 -6.89114 -7.07116 -3.62803 -3.62803 0.000362314 -1.8002e-005 
0.0008106 -6.44465 -7.04767 -3.82792 -3.82792 0.000382276 -6.03014e-005 
0.0008112 -5.97502 -6.99886 -4.01406 -4.01406 0.000400865 -0.000102384 
