t 1 2 3 4 jOP1 jV0200 
0.0041346 -9.98082 -4.68421 0.306403 0.306403 -3.0599e-005 0.00052966 
0.0041352 -9.99998 -4.99331 0.00668494 0.00668494 -6.67593e-007 0.000500667 
0.0041358 -9.98322 -5.28447 -0.293057 -0.293057 2.92662e-005 0.000469875 
0.0041364 -9.93061 -5.55665 -0.591747 -0.591747 5.90949e-005 0.000437396 
0.004137 -9.84233 -5.80888 -0.888311 -0.888311 8.87114e-005 0.000403345 
0.0041376 -9.71869 -6.04023 -1.18168 -1.18168 0.000118009 0.000367846 
0.0041382 -9.56014 -6.24989 -1.47081 -1.47081 0.000146883 0.000331025 
0.0041388 -9.36726 -6.43711 -1.75466 -1.75466 0.000175229 0.000293015 
0.0041394 -9.14073 -6.6012 -2.0322 -2.0322 0.000202946 0.000253953 
0.00414 -8.88136 -6.74158 -2.30245 -2.30245 0.000229934 0.000213979 
0.0041406 -8.5901 -6.85774 -2.56442 -2.56442 0.000256096 0.000173236 
0.0041412 -8.26798 -6.94927 -2.81718 -2.81718 0.000281338 0.000131871 
0.0041418 -7.91616 -7.01584 -3.05983 -3.05983 0.00030557 9.00318e-005 
0.0041424 -7.53591 -7.05721 -3.29148 -3.29148 0.000328704 4.78695e-005 
0.004143 -7.12859 -7.07324 -3.51131 -3.51131 0.000350657 5.53534e-006 
0.0041436 -6.69566 -7.06385 -3.71853 -3.71853 0.000371351 -3.68187e-005 
0.0041442 -6.23869 -7.02909 -3.91239 -3.91239 0.000390711 -7.90406e-005 
0.0041448 -5.7593 -6.96909 -4.09219 -4.09219 0.000408668 -0.000120978 
0.0041454 -5.25923 -6.88405 -4.2573 -4.2573 0.000425156 -0.000162482 
0.004146 -4.74027 -6.77428 -4.40712 -4.40712 0.000440118 -0.000203402 
0.0041466 -4.20428 -6.64019 -4.54111 -4.54111 0.000453499 -0.000243591 
0.0041472 -3.65319 -6.48224 -4.65878 -4.65878 0.00046525 -0.000282905 
0.0041478 -3.08897 -6.301 -4.75973 -4.75973 0.000475331 -0.000321203 
0.0041484 -2.51367 -6.09714 -4.84357 -4.84357 0.000483704 -0.000358347 
0.004149 -1.92933 -5.87137 -4.91002 -4.91002 0.00049034 -0.000394204 
0.0041496 -1.33806 -5.62452 -4.95883 -4.95883 0.000495215 -0.000428646 
0.0041502 -0.74199 -5.35746 -4.98983 -4.98983 0.00049831 -0.000461547 
0.0041508 -0.143252 -5.07116 -5.00291 -5.00291 0.000499616 -0.000492791 
0.0041514 0.456001 -4.76664 -4.99801 -4.99801 0.000499127 -0.000522264 
0.004152 1.05362 -4.44501 -4.97517 -4.97517 0.000496846 -0.000549862 
0.0041526 1.64745 -4.1074 -4.93445 -4.93445 0.00049278 -0.000575485 
0.0041532 2.23536 -3.75504 -4.87601 -4.87601 0.000486944 -0.00059904 
0.0041538 2.81524 -3.3892 -4.80006 -4.80006 0.000479358 -0.000620444 
0.0041544 3.38501 -3.01118 -4.70686 -4.70686 0.000470051 -0.000639619 
0.004155 3.94263 -2.62234 -4.59676 -4.59676 0.000459056 -0.000656497 
0.0041556 4.48608 -2.22409 -4.47014 -4.47014 0.000446412 -0.000671017 
0.0041562 5.01342 -1.81785 -4.32747 -4.32747 0.000432164 -0.000683126 
0.0041568 5.52275 -1.40507 -4.16926 -4.16926 0.000416364 -0.000692782 
0.0041574 6.01224 -0.987255 -3.99607 -3.99607 0.000399068 -0.000699949 
0.004158 6.48014 -0.56589 -3.80852 -3.80852 0.000380339 -0.000704603 
0.0041586 6.92476 -0.142492 -3.6073 -3.6073 0.000360244 -0.000706725 
0.0041592 7.3445 0.281418 -3.39312 -3.39312 0.000338855 -0.000706309 
0.0041598 7.73787 0.704318 -3.16675 -3.16675 0.000316248 -0.000703355 
0.0041604 8.10344 1.12469 -2.92901 -2.92901 0.000292506 -0.000697876 
0.004161 8.43991 1.54102 -2.68075 -2.68075 0.000267713 -0.000689889 
0.0041616 8.74606 1.95181 -2.42285 -2.42285 0.000241959 -0.000679425 
0.0041622 9.0208 2.35559 -2.15626 -2.15626 0.000215335 -0.00066652 
0.0041628 9.26313 2.75092 -1.88192 -1.88192 0.000187938 -0.000651221 
0.0041634 9.47219 3.13636 -1.60082 -1.60082 0.000159866 -0.000633583 
0.004164 9.64723 3.51053 -1.31397 -1.31397 0.00013122 -0.00061367 
0.0041646 9.78762 3.8721 -1.0224 -1.0224 0.000102102 -0.000591552 
0.0041652 9.89285 4.21976 -0.727154 -0.727154 7.26174e-005 -0.000567309 
0.0041658 9.96254 4.55226 -0.4293 -0.4293 4.28721e-005 -0.000541028 
0.0041664 9.99645 4.86841 -0.129904 -0.129904 1.29729e-005 -0.000512804 
0.004167 9.99446 5.16707 0.169959 0.169959 -1.6973e-005 -0.000482738 
0.0041676 9.95656 5.44718 0.469211 0.469211 -4.68579e-005 -0.000450939 
0.0041682 9.8829 5.70771 0.766778 0.766778 -7.65744e-005 -0.000417519 
0.0041688 9.77375 5.94775 1.06159 1.06159 -0.000106016 -0.0003826 
0.0041694 9.62948 6.16642 1.35259 1.35259 -0.000135077 -0.000346306 
0.00417 9.45063 6.36294 1.63873 1.63873 -0.000163652 -0.000308769 
0.0041706 9.23783 6.53661 1.91899 1.91899 -0.00019164 -0.000270122 
0.0041712 8.99185 6.6868 2.19235 2.19235 -0.000218939 -0.000230506 
0.0041718 8.71358 6.81297 2.45784 2.45784 -0.000245452 -0.000190061 
0.0041724 8.404 6.91467 2.7145 2.7145 -0.000271084 -0.000148934 
0.004173 8.06424 6.99153 2.9614 2.9614 -0.000295741 -0.000107271 
0.0041736 7.69551 7.04328 3.19768 3.19768 -0.000319337 -6.52235e-005 
0.0041742 7.29914 7.06973 3.42246 3.42246 -0.000341785 -2.29416e-005 
0.0041748 6.87655 7.07078 3.63495 3.63495 -0.000363005 1.94227e-005 
0.0041754 6.42927 7.04644 3.83439 3.83439 -0.000382922 6.17173e-005 
0.004176 5.95889 6.99679 4.02005 4.02005 -0.000401463 0.00010379 
0.0041766 5.4671 6.922 4.19128 4.19128 -0.000418563 0.00014549 
0.0041772 4.95568 6.82236 4.34745 4.34745 -0.000434159 0.000186668 
0.0041778 4.42646 6.6982 4.488 4.488 -0.000448195 0.000227175 
0.0041784 3.88133 6.54999 4.61243 4.61243 -0.000460622 0.000266866 
0.004179 3.32227 6.37825 4.7203 4.7203 -0.000471393 0.000305598 
0.0041796 2.75127 6.1836 4.81121 4.81121 -0.000480472 0.000343233 
0.0041802 2.17039 5.96674 4.88484 4.88484 -0.000487825 0.000379635 
0.0041808 1.58172 5.72845 4.94092 4.94092 -0.000493426 0.000414673 
0.0041814 0.987362 5.46958 4.97926 4.97926 -0.000497254 0.000448222 
0.004182 0.389459 5.19107 4.99971 4.99971 -0.000499297 0.000480161 
0.0041826 -0.209843 4.89391 5.0022 5.0022 -0.000499546 0.000510375 
0.0041832 -0.808391 4.57917 4.98672 4.98672 -0.000498 0.000538756 
0.0041838 -1.40404 4.24798 4.95334 4.95334 -0.000494666 0.000565201 
0.0041844 -1.99464 3.90153 4.90216 4.90216 -0.000489555 0.000589617 
0.004185 -2.57807 3.54107 4.83337 4.83337 -0.000482685 0.000611915 
0.0041856 -3.15225 3.1679 4.74722 4.74722 -0.000474082 0.000632015 
0.0041862 -3.7151 2.78334 4.64402 4.64402 -0.000463776 0.000649844 
0.0041868 -4.26461 2.38878 4.52414 4.52414 -0.000451804 0.00066534 
0.0041874 -4.79881 1.98565 4.38801 4.38801 -0.000438209 0.000678445 
0.004188 -5.31576 1.57538 4.23611 4.23611 -0.00042304 0.000689114 
0.0041886 -5.81362 1.15945 4.06901 4.06901 -0.000406352 0.000697307 
0.0041892 -6.2906 0.739362 3.88728 3.88728 -0.000388204 0.000702996 
0.0041898 -6.74498 0.316615 3.69159 3.69159 -0.000368662 0.00070616 
0.0041904 -7.17514 -0.107269 3.48265 3.48265 -0.000347795 0.000706787 
0.004191 -7.57952 -0.530768 3.26119 3.26119 -0.00032568 0.000704875 
0.0041916 -7.95668 -0.95236 3.02802 3.02802 -0.000302394 0.000700432 
0.0041922 -8.30526 -1.37053 2.78397 2.78397 -0.000278022 0.000693473 
0.0041928 -8.62401 -1.78378 2.52993 2.52993 -0.000252652 0.000684023 
0.0041934 -8.91178 -2.19062 2.26679 2.26679 -0.000226374 0.000672115 
0.004194 -9.16754 -2.58959 1.99552 1.99552 -0.000199283 0.000657794 
0.0041946 -9.39037 -2.97927 1.71708 1.71708 -0.000171476 0.00064111 
0.0041952 -9.57947 -3.35824 1.43246 1.43246 -0.000143053 0.000622123 
0.0041958 -9.73416 -3.72514 1.14271 1.14271 -0.000114117 0.000600902 
0.0041964 -9.85389 -4.07867 0.848846 0.848846 -8.47702e-005 0.000577522 
0.004197 -9.93822 -4.41755 0.551936 0.551936 -5.51192e-005 0.000552068 
0.0041976 -9.98686 -4.74056 0.253044 0.253044 -2.52703e-005 0.00052463 
0.0041982 -9.99962 -5.04654 -0.0467575 -0.0467575 4.66944e-006 0.000495309 
0.0041988 -9.97647 -5.33439 -0.346391 -0.346391 3.45924e-005 0.000464208 
0.0041994 -9.91748 -5.60309 -0.64478 -0.64478 6.43911e-005 0.00043144 
0.0042 -9.82287 -5.85166 -0.940853 -0.940853 9.39585e-005 0.000397122 
0.0042006 -9.69298 -6.07921 -1.23355 -1.23355 0.000123188 0.000361377 
0.0042012 -9.52827 -6.28492 -1.52181 -1.52181 0.000151976 0.000324335 
0.0042018 -9.32933 -6.46806 -1.80461 -1.80461 0.000180217 0.000286128 
0.0042024 -9.09689 -6.62796 -2.08092 -2.08092 0.000207812 0.000246893 
0.004203 -8.83177 -6.76406 -2.34976 -2.34976 0.000234659 0.000206771 
0.0042036 -8.53493 -6.87587 -2.61016 -2.61016 0.000260664 0.000165906 
0.0042042 -8.20743 -6.96297 -2.86119 -2.86119 0.000285733 0.000124445 
0.0042048 -7.85045 -7.02507 -3.10193 -3.10193 0.000309775 8.25379e-005 
0.0042054 -7.46527 -7.06193 -3.33154 -3.33154 0.000332705 4.03339e-005 
0.004206 -7.05327 -7.07342 -3.54918 -3.54918 0.000354439 -2.01495e-006 
0.0042066 -6.61595 -7.05951 -3.75407 -3.75407 0.000374901 -4.43566e-005 
0.0042072 -6.15485 -7.02024 -3.94548 -3.94548 0.000394016 -8.65389e-005 
0.0042078 -5.67165 -6.95576 -4.12271 -4.12271 0.000411715 -0.00012841 
0.0042084 -5.16808 -6.86629 -4.28514 -4.28514 0.000427936 -0.000169821 
0.004209 -4.64595 -6.75216 -4.43217 -4.43217 0.00044262 -0.000210621 
0.0042096 -4.10712 -6.61377 -4.56328 -4.56328 0.000455713 -0.000250665 
0.0042102 -3.55355 -6.45163 -4.67801 -4.67801 0.00046717 -0.000289808 
0.0042108 -2.98721 -6.26631 -4.77593 -4.77593 0.000476949 -0.00032791 
0.0042114 -2.41014 -6.05849 -4.85669 -4.85669 0.000485015 -0.000364835 
0.004212 -1.82441 -5.82891 -4.92001 -4.92001 0.000491338 -0.000400449 
0.0042126 -1.23214 -5.57838 -4.96566 -4.96566 0.000495897 -0.000434625 
0.0042132 -0.63543 -5.30782 -4.99347 -4.99347 0.000498674 -0.000467239 
0.0042138 -0.0364424 -5.0182 -5.00335 -5.00335 0.000499661 -0.000498176 
0.0042144 0.562676 -4.71055 -4.99525 -4.99525 0.000498852 -0.000527323 
0.004215 1.15977 -4.38598 -4.96922 -4.96922 0.000496252 -0.000554575 
0.0042156 1.75271 -4.04566 -4.92533 -4.92533 0.000491869 -0.000579836 
0.0042162 2.33934 -3.6908 -4.86375 -4.86375 0.000485719 -0.000603014 
0.0042168 2.91757 -3.32269 -4.7847 -4.7847 0.000477825 -0.000624026 
0.0042174 3.48533 -2.94264 -4.68847 -4.68847 0.000468215 -0.000642797 
0.004218 4.04056 -2.55203 -4.57539 -4.57539 0.000456922 -0.000659259 
0.0042186 4.58128 -2.15224 -4.44588 -4.44588 0.000443989 -0.000673353 
0.0042192 5.10555 -1.74473 -4.3004 -4.3004 0.00042946 -0.000685028 
0.0042198 5.61148 -1.33095 -4.13948 -4.13948 0.000413389 -0.000694242 
0.0042204 6.09725 -0.912385 -3.96368 -3.96368 0.000395834 -0.000700963 
0.004221 6.56112 -0.490547 -3.77365 -3.77365 0.000376856 -0.000705166 
0.0042216 7.00142 -0.0669457 -3.57006 -3.57006 0.000356525 -0.000706837 
0.0042222 7.41657 0.356896 -3.35365 -3.35365 0.000334913 -0.000705968 
0.0042228 7.80509 0.779455 -3.1252 -3.1252 0.000312098 -0.000702563 
0.0042234 8.16557 1.19921 -2.88551 -2.88551 0.000288162 -0.000696635 
0.004224 8.49672 1.61467 -2.63547 -2.63547 0.000263192 -0.000688205 
0.0042246 8.79735 2.02432 -2.37596 -2.37596 0.000237275 -0.000677303 
0.0042252 9.06638 2.4267 -2.10791 -2.10791 0.000210507 -0.000663968 
0.0042258 9.30284 2.82037 -1.83229 -1.83229 0.000182982 -0.000648248 
0.0042264 9.50589 3.2039 -1.55009 -1.55009 0.0001548 -0.000630199 
0.004227 9.6748 3.57593 -1.26233 -1.26233 0.000126062 -0.000609887 
0.0042276 9.80895 3.93511 -0.970024 -0.970024 9.68716e-005 -0.000587385 
0.0042282 9.90788 4.28015 -0.674238 -0.674238 6.73329e-005 -0.000562772 
0.0042288 9.97121 4.60983 -0.376031 -0.376031 3.75524e-005 -0.000536138 
0.0042294 9.99873 4.92294 -0.0764724 -0.0764724 7.63693e-006 -0.000507578 
0.00423 9.99033 5.21837 0.22336 0.22336 -2.23059e-005 -0.000477195 
0.0042306 9.94605 5.49506 0.522391 0.522391 -5.21687e-005 -0.000445098 
0.0042312 9.86604 5.75201 0.819545 0.819545 -8.1844e-005 -0.000411403 
0.0042318 9.7506 5.9883 1.11376 1.11376 -0.000111225 -0.000376229 
0.0042324 9.60013 6.20308 1.40397 1.40397 -0.000140207 -0.000339704 
0.004233 9.41518 6.39558 1.68913 1.68913 -0.000168686 -0.000301959 
0.0042336 9.19641 6.56511 1.96823 1.96823 -0.000196558 -0.00026313 
0.0042342 8.9446 6.71105 2.24026 2.24026 -0.000223724 -0.000223355 
0.0042348 8.66067 6.83289 2.50425 2.50425 -0.000250087 -0.000182778 
0.0042354 8.34563 6.93019 2.75923 2.75923 -0.000275551 -0.000141544 
0.004236 8.00062 7.00259 3.00431 3.00431 -0.000300026 -9.98023e-005 
0.0042366 7.62686 7.04985 3.2386 3.2386 -0.000323423 -5.77018e-005 
0.0042372 7.22572 7.07177 3.46125 3.46125 -0.000345658 -1.53941e-005 
0.0042378 6.79861 7.0683 3.67147 3.67147 -0.000366652 2.6969e-005 
0.0042384 6.34709 7.03944 3.8685 3.8685 -0.000386329 6.92352e-005 
0.004239 5.87277 6.98529 4.05164 4.05164 -0.000404618 0.000111253 
0.0042396 5.37735 6.90606 4.22023 4.22023 -0.000421454 0.000152871 
0.0042402 4.86262 6.80201 4.37365 4.37365 -0.000436776 0.000193939 
0.0042408 4.33042 6.67354 4.51137 4.51137 -0.000450529 0.000234311 
0.0042414 3.78267 6.52109 4.63288 4.63288 -0.000462663 0.000273842 
0.004242 3.22134 6.34522 4.73775 4.73775 -0.000473136 0.000312389 
0.0042426 2.64843 6.14656 4.8256 4.8256 -0.00048191 0.000349814 
0.0042432 2.066 5.92582 4.89612 4.89612 -0.000488952 0.000385982 
0.0042438 1.47616 5.6838 4.94906 4.94906 -0.000494238 0.000420764 
0.0042444 0.881015 5.42136 4.98421 4.98421 -0.000497749 0.000454035 
0.004245 0.282706 5.13945 5.00147 5.00147 -0.000499472 0.000485674 
0.0042456 -0.31662 4.83908 5.00076 5.00076 -0.000499401 0.00051557 
0.0042462 -0.914808 4.52132 4.98208 4.98208 -0.000497537 0.000543613 
0.0042468 -1.50971 4.18733 4.94551 4.94551 -0.000493885 0.000569704 
0.0042474 -2.09919 3.83829 4.89118 4.89118 -0.000488459 0.000593748 
0.004248 -2.68113 3.47547 4.81928 4.81928 -0.000481278 0.00061566 
0.0042486 -3.25344 3.10016 4.73007 4.73007 -0.000472369 0.00063536 
0.0042492 -3.81406 2.71372 4.62387 4.62387 -0.000461763 0.000652778 
0.0042498 -4.36098 2.31753 4.50106 4.50106 -0.000449499 0.000667851 
0.0042504 -4.89224 1.91302 4.36208 4.36208 -0.00043562 0.000680526 
0.004251 -5.40593 1.50163 4.20743 4.20743 -0.000420176 0.000690756 
0.0042516 -5.9002 1.08486 4.03768 4.03768 -0.000403223 0.000698505 
0.0042522 -6.37327 0.664181 3.85341 3.85341 -0.000384822 0.000703745 
0.0042528 -6.82345 0.24112 3.65531 3.65531 -0.000365038 0.000706457 
0.0042534 -7.24913 -0.182807 3.44408 3.44408 -0.000343944 0.000706632 
0.004254 -7.64876 -0.606077 3.22048 3.22048 -0.000321613 0.000704269 
0.0042546 -8.02093 -1.02717 2.9853 2.9853 -0.000298128 0.000699376 
0.0042552 -8.36428 -1.44457 2.73941 2.73941 -0.000273572 0.00069197 
0.0042558 -8.67759 -1.85679 2.48368 2.48368 -0.000248033 0.00068208 
0.0042564 -8.95972 -2.26233 2.21902 2.21902 -0.000221603 0.000669739 
0.004257 -9.20968 -2.65975 1.9464 1.9464 -0.000194377 0.000654993 
0.0042576 -9.42655 -3.04762 1.66678 1.66678 -0.000166453 0.000637893 
0.0042582 -9.60957 -3.42454 1.38118 1.38118 -0.000137932 0.000618503 
0.0042588 -9.75807 -3.78916 1.09061 1.09061 -0.000108914 0.000596891 
0.0042594 -9.87152 -4.14017 0.796131 0.796131 -7.95057e-005 0.000573135 
0.00426 -9.94951 -4.4763 0.498789 0.498789 -4.98117e-005 0.000547321 
0.0042606 -9.99176 -4.79636 0.199656 0.199656 -1.99387e-005 0.00051954 
0.0042612 -9.99813 -5.09919 -0.100195 -0.100195 1.00059e-005 0.000489894 
0.0042618 -9.96858 -5.38371 -0.399685 -0.399685 3.99146e-005 0.000458487 
0.0042624 -9.90322 -5.64888 -0.69774 -0.69774 6.96799e-005 0.000425434 
0.004263 -9.8023 -5.89377 -0.993289 -0.993289 9.91949e-005 0.000390853 
0.0042636 -9.66616 -6.11748 -1.28527 -1.28527 0.000128354 0.000354868 
0.0042642 -9.49531 -6.31923 -1.57263 -1.57263 0.000157051 0.000317608 
0.0042648 -9.29034 -6.49827 -1.85435 -1.85435 0.000185185 0.000279207 
0.0042654 -9.05201 -6.65397 -2.1294 -2.1294 0.000212653 0.000239804 
0.004266 -8.78117 -6.78578 -2.39681 -2.39681 0.000239358 0.000199539 
0.0042666 -8.47878 -6.89321 -2.65561 -2.65561 0.000265203 0.000158557 
0.0042672 -8.14594 -6.97588 -2.90487 -2.90487 0.000290095 0.000117006 
0.0042678 -7.78383 -7.03349 -3.14369 -3.14369 0.000313945 7.50347e-005 
0.0042684 -7.39377 -7.06584 -3.37122 -3.37122 0.000336668 3.27937e-005 
0.004269 -6.97715 -7.0728 -3.58665 -3.58665 0.000358181 -9.56502e-006 
0.0042696 -6.53547 -7.05437 -3.78919 -3.78919 0.000378408 -5.18894e-005 
0.0042702 -6.07032 -7.01059 -3.97812 -3.97812 0.000397275 -9.40274e-005 
0.0042708 -5.58336 -6.94164 -4.15276 -4.15276 0.000414716 -0.000135828 
0.0042714 -5.07635 -6.84775 -4.31248 -4.31248 0.000430667 -0.00017714 
0.004272 -4.5511 -6.72926 -4.45671 -4.45671 0.000445071 -0.000217816 
0.0042726 -4.0095 -6.5866 -4.58494 -4.58494 0.000457876 -0.00025771 
0.0042732 -3.45351 -6.42029 -4.6967 -4.6967 0.000469037 -0.000296678 
0.0042738 -2.8851 -6.23091 -4.79159 -4.79159 0.000478513 -0.00033458 
0.0042744 -2.30634 -6.01915 -4.86926 -4.86926 0.00048627 -0.000371281 
0.004275 -1.71929 -5.78577 -4.92945 -4.92945 0.00049228 -0.000406648 
0.0042756 -1.12607 -5.53161 -4.97193 -4.97193 0.000496523 -0.000440554 
0.0042762 -0.528797 -5.25758 -4.99655 -4.99655 0.000498981 -0.000472878 
0.0042768 0.0703711 -4.96467 -5.00322 -5.00322 0.000499648 -0.000503504 
0.0042774 0.669287 -4.65392 -4.99193 -4.99193 0.00049852 -0.000532321 
0.004278 1.2658 -4.32645 -4.9627 -4.9627 0.000495601 -0.000559225 
0.0042786 1.85776 -3.98345 -4.91565 -4.91565 0.000490902 -0.000584121 
0.0042792 2.44306 -3.62614 -4.85094 -4.85094 0.00048444 -0.000606919 
0.0042798 3.01957 -3.2558 -4.7688 -4.7688 0.000476237 -0.000627537 
0.0042804 3.58524 -2.87377 -4.66954 -4.66954 0.000466324 -0.000645901 
0.004281 4.13804 -2.48142 -4.5535 -4.5535 0.000454736 -0.000661945 
0.0042816 4.67597 -2.08015 -4.42111 -4.42111 0.000441515 -0.000675611 
0.0042822 5.1971 -1.67141 -4.27284 -4.27284 0.000426708 -0.000686851 
0.0042828 5.69957 -1.25667 -4.10922 -4.10922 0.000410368 -0.000695623 
0.0042834 6.18156 -0.837412 -3.93084 -3.93084 0.000392554 -0.000701897 
0.004284 6.64135 -0.415147 -3.73834 -3.73834 0.00037333 -0.00070565 
0.0042846 7.07729 0.00860776 -3.53242 -3.53242 0.000352765 -0.000706868 
0.0042852 7.4878 0.432332 -3.3138 -3.3138 0.000330933 -0.000705547 
0.0042858 7.87142 0.854504 -3.08328 -3.08328 0.000307913 -0.000701691 
0.0042864 8.22676 1.27361 -2.84169 -2.84169 0.000283786 -0.000695316 
0.004287 8.55256 1.68813 -2.58989 -2.58989 0.00025864 -0.000686442 
0.0042876 8.84763 2.0966 -2.32879 -2.32879 0.000232565 -0.000675104 
0.0042882 9.11093 2.49753 -2.05932 -2.05932 0.000205655 -0.00066134 
0.0042888 9.3415 2.88949 -1.78246 -1.78246 0.000178005 -0.0006452 
0.0042894 9.53851 3.27108 -1.49919 -1.49919 0.000149717 -0.000626744 
0.00429 9.70127 3.64091 -1.21054 -1.21054 0.000120891 -0.000606036 
0.0042906 9.82917 3.99766 -0.91754 -0.91754 9.16303e-005 -0.000583151 
0.0042912 9.92178 4.34006 -0.621245 -0.621245 6.20407e-005 -0.000558171 
0.0042918 9.97874 4.66687 -0.322718 -0.322718 3.22283e-005 -0.000531187 
0.0042924 9.99986 4.97691 -0.0230322 -0.0230322 2.30011e-006 -0.000502295 
0.004293 9.98506 5.26908 0.276737 0.276737 -2.76363e-005 -0.000471598 
0.0042936 9.9344 5.54232 0.575511 0.575511 -5.74735e-005 -0.000439208 
0.0042942 9.84805 5.79566 0.872219 0.872219 -8.71043e-005 -0.00040524 
0.0042948 9.72633 6.02817 1.16579 1.16579 -0.000116422 -0.000369816 
0.0042954 9.56968 6.23904 1.45518 1.45518 -0.000145322 -0.000333064 
0.004296 9.37865 6.42749 1.73934 1.73934 -0.0001737 -0.000295116 
0.0042966 9.15393 6.59286 2.01725 2.01725 -0.000201453 -0.000256107 
0.0042972 8.89633 6.73454 2.28792 2.28792 -0.000228484 -0.000216179 
0.0042978 8.60678 6.85204 2.55037 2.55037 -0.000254693 -0.000175474 
0.0042984 8.28631 6.94492 2.80366 2.80366 -0.000279988 -0.000134139 
0.004299 7.93608 7.01286 3.04687 3.04687 -0.000304277 -9.2322e-005 
0.0042996 7.55735 7.05561 3.27915 3.27915 -0.000327473 -5.01735e-005 
0.0043002 7.15146 7.07302 3.49964 3.49964 -0.000349493 -7.84476e-006 
0.0043008 6.71989 7.06502 3.70757 3.70757 -0.000370257 3.45122e-005 
0.0043014 6.26419 7.03164 3.90218 3.90218 -0.000389691 7.67451e-005 
0.004302 5.78598 6.973 4.08277 4.08277 -0.000407726 0.000118702 
0.0043026 5.28699 6.88932 4.24869 4.24869 -0.000424296 0.000160233 
0.0043032 4.76901 6.7809 4.39936 4.39936 -0.000439343 0.000201189 
0.0043038 4.2339 6.64811 4.53422 4.53422 -0.000452811 0.000241421 
0.0043044 3.68358 6.49145 4.6528 4.6528 -0.000464652 0.000280787 
0.004305 3.12003 6.31147 4.75466 4.75466 -0.000474825 0.000319144 
0.0043056 2.54528 6.10882 4.83945 4.83945 -0.000483292 0.000356355 
0.0043062 1.96138 5.88423 4.90685 4.90685 -0.000490023 0.000392285 
0.0043068 1.37043 5.6385 4.95663 4.95663 -0.000494995 0.000426807 
0.0043074 0.774568 5.37252 4.9886 4.9886 -0.000498188 0.000459795 
0.004308 0.17592 5.08724 5.00266 5.00266 -0.000499591 0.000491132 
0.0043086 -0.42336 4.78369 4.99874 4.99874 -0.0004992 0.000520705 
0.0043092 -1.02112 4.46296 4.97687 4.97687 -0.000497016 0.000548408 
0.0043098 -1.61521 4.12619 4.93713 4.93713 -0.000493047 0.000574141 
0.0043104 -2.2035 3.77461 4.87965 4.87965 -0.000487307 0.000597811 
0.004311 -2.78388 3.40947 4.80464 4.80464 -0.000479817 0.000619334 
0.0043116 -3.35425 3.03208 4.71238 4.71238 -0.000470603 0.000638633 
0.0043122 -3.91258 2.64379 4.60319 4.60319 -0.000459698 0.000655637 
0.0043128 -4.45685 2.24602 4.47746 4.47746 -0.000447143 0.000670287 
0.0043134 -4.98512 1.84017 4.33565 4.33565 -0.000432981 0.000682529 
0.004314 -5.49548 1.42772 4.17827 4.17827 -0.000417264 0.00069232 
0.0043146 -5.9861 1.01013 4.00588 4.00588 -0.000400048 0.000699623 
0.0043152 -6.45522 0.588923 3.81911 3.81911 -0.000381396 0.000704414 
0.0043158 -6.90115 0.165597 3.61861 3.61861 -0.000361373 0.000706675 
0.0043164 -7.32229 -0.258325 3.40512 3.40512 -0.000340053 0.000706397 
0.004317 -7.71713 -0.681318 3.17939 3.17939 -0.000317511 0.000703582 
0.0043176 -8.08426 -1.10186 2.94225 2.94225 -0.000293828 0.000698239 
0.0043182 -8.42234 -1.51845 2.69453 2.69453 -0.00026909 0.000690389 
0.0043188 -8.73017 -1.92959 2.43714 2.43714 -0.000243386 0.000680059 
0.0043194 -9.00665 -2.33379 2.171 2.171 -0.000216807 0.000667286 
0.00432 -9.25077 -2.72961 1.89705 1.89705 -0.00018945 0.000652116 
0.0043206 -9.46167 -3.11563 1.6163 1.6163 -0.000161412 0.000634604 
0.0043212 -9.63858 -3.49045 1.32973 1.32973 -0.000132794 0.000614813 
0.0043218 -9.78087 -3.85274 1.03839 1.03839 -0.000103699 0.000592813 
0.0043224 -9.88802 -4.20119 0.743324 0.743324 -7.42322e-005 0.000568683 
0.004323 -9.95966 -4.53455 0.445585 0.445585 -4.44984e-005 0.000542512 
0.0043236 -9.99553 -4.85162 0.146245 0.146245 -1.46048e-005 0.000514391 
0.0043242 -9.99549 -5.15126 -0.15362 -0.15362 1.53413e-005 0.000484423 
0.0043248 -9.95955 -5.4324 -0.452934 -0.452934 4.52323e-005 0.000452715 
0.0043254 -9.88784 -5.69403 -0.75062 -0.75062 7.49608e-005 0.00041938 
0.004326 -9.7806 -5.93521 -1.04561 -1.04561 0.00010442 0.00038454 
0.0043266 -9.63824 -6.15506 -1.33684 -1.33684 0.000133504 0.000348318 
0.0043272 -9.46126 -6.35281 -1.62328 -1.62328 0.000162109 0.000310845 
0.0043278 -9.25029 -6.52774 -1.90388 -1.90388 0.000190131 0.000272255 
0.0043284 -9.0061 -6.67923 -2.17764 -2.17764 0.000217471 0.000232688 
0.004329 -8.72956 -6.80672 -2.44358 -2.44358 0.000244029 0.000192284 
0.0043296 -8.42166 -6.90976 -2.70075 -2.70075 0.000269711 0.00015119 
0.0043302 -8.08352 -6.98798 -2.94821 -2.94821 0.000294424 0.000109553 
0.0043308 -7.71633 -7.04111 -3.18509 -3.18509 0.000318079 6.75228e-005 
0.0043314 -7.32144 -7.06894 -3.41052 -3.41052 0.000340592 2.52498e-005 
0.004332 -6.90024 -7.07138 -3.6237 -3.6237 0.000361882 -1.7114e-005 
